Title_ar,Title_english,Title_ar,Artist,year,Song_url,image_url,cleaned_lyrics,Num_words
 أعداء ,A3da2 , أعداء ,Abyusif, 2018,https://genius.com/Abyusif-a3da2-lyrics,https://images.genius.com/e1e45627a2874e9f98bb4b243e37c15f.1000x1000x1.png, تعبان زعلان كلام كنتش عارف معناه اعداء اعداء فاضلي ساعتين وابقي شعبان تعبان زعلان كلام كنتش عارف معناه اعداء اعداء فاضلي ساعتين وابقي شعبان دادي دادي دادي دادي دادي بيرابو ولادي ابناءي وفلذات اكبادي بيجروا باب باجي بيوت فيت بتتخرب مواعيد بتضرب مش تنين بينحرف عفريت بينصرف حفظ وفهم اغراض بيرجع للتراب خدنا صحاب سكاكين ظهر انتوا شغ نصب انتوا كذابين مش قصدي اهين تلميذ فصل بنيه فص فاده برسيم مش تقليد نص تقليب اختص مش هتسلك سيابك وساكتلك بلاش لون بيبهت تركب مش هتسبق باكدلك انا,87
 أعتقد كده أنسب ,A3taked Keda Ansab , أعتقد كده أنسب ,Abyusif, 2020,https://genius.com/Abyusif-a3taked-keda-ansab-lyrics,https://images.genius.com/26cf7bc8c120039e701318cd229ee74f.1000x1000x1.png, اعتقد انسب انسي واقسا واسيب ولما قلبي يقوللي ارجع وهاتها اقوله اهبل مش شهره u2005و سيط u2005مقابل وحده رصيد u2005بس بتسحب بنعيش بطيء ولو u2005لينا بخت نخسر ونكسب ونعيط ونضحك عايش مستني قطر بيجيش ابيوسف u205fنفسي u205fمبتفرقش u205fكتير نفسك u205fويجيلك ثانيه u205fتحبني اطلب حاجه تانيه مش اسبوع مجرد قاعد وبنسمع وياك مبتحبهاش مبشغلهاش بتشغل تراك بكرهه وبندمج معاه اختار اسيب وابقي معاكي وعشان اختيار مش بتاعي زمان حلم بتمشي رايح مكتب تاني,72
 أبطال اللعبة ,Abtal El Le3ba , أبطال اللعبة ,Abyusif, 2021,https://genius.com/3enba-abtal-el-le3ba-lyrics,https://images.genius.com/e55d17a1a7c3e4528b3e8f0aea200d45.1000x1000x1.png, مقدمه عنبه ابط نازلين جو ارض  Beatانا  Team قافشين Shotgu   Beatبنعشق معاه Flare gu  انا واخواتي كاسحين حرب Beatمغربلين  Map نيد كل بوتات هربانه بعيد Beatعلي  Drop رايحين نبوش Beatكينج لعبه اخدت  Game  راندر جيت لقيت مكمبر جاي اسيطر خريطه جنبي يونق اسيطر لعبه حاجه بسيطه عادي متنا دنيا نحيا موسيقي امسك طاسه اطبعها وجهك تشوف حقيقه وبوشنكي تحت سيطره راسي يمشي تفنشني لابس خوذه يدي انرجي راسك عندي ملاذ هتجري برضو انتصر جوني جماعه نازل فردي لازمه عنبه ابط نازلين جو ارض Beatانا  Team قافشين Shotgu Beatبنعشق معاه Flare gu واخواتي كاسحين حرب Beatمغربلين  Map نيد بوتات هربانه بعيد Beatعلي  Drop رايحين نبوش Beatكينج لعبه اخدت  Game,108
 ابيوسف - العاصفة (The Storm) (English Translation) ,Abyusif - El 3asefa , ابيوسف - العاصفة (The Storm) (English Translation) ,Abyusif, 2023,https://genius.com/Genius-english-translations-abyusif-el-3asefa-the-storm-english-translation-lyrics,https://images.genius.com/6ce1fe83e1462ef91ffb8dde16db3093.1000x1000x1.png,I tro Of course Im busy maki g beat Mask off everyo e hides O e perso eezes everyo e catches cold I ca celed frie dship movie It movie wo t act Mask off everyo e hides O e perso eezes everyo e catches cold I ca celed frie dship movie It movie wo t act Verse O e Do t come tomorrow sayi g regret A sayi g track t mea ythi g Hes ake wrote tweet Embrassed himself smart Dude tell da ci g Your waist eeded belt Worki g rhythms drums Your frie ds testify peoples love The differe ce betwee Darb 1718s party Is Abyusif t Do t u dersta ythi g cause ha ds holdi g Evil Eiffel tower t here O haze oh haze dogs visio I ly go fro seat,138
 أفريكانو ,Afrikano , أفريكانو ,Abyusif, 2017,https://genius.com/Abyusif-afrikano-lyrics,https://images.genius.com/5adf40305abc6fd127117feaf8d3101f.498x499x1.jpg, مقطع وحيد شافني ميرنا اتغاظ باكل شاورما صاج مطار تغني قاع استاد تملي بار شيطان جاب للولاد كوابيس فونيس قوام جاب فوانيس قلت مش ه حل يفك حبله يتحب قطن يجيب حبه قطن يفوقش حمله فاكرك طول بعرض وشديد ركبك خبطوا عمرو وشيرين هقعد انفخك هفسيك كوره ساخر ودا بسمع مزيكتي شارع ربابه بتجمعني بيك صله قرابه بابا عقابك دايماً بينتصر تسكت صاحبتك امها بتتصل جهاز بمسح جيه قبلي Virus نظره بتتنسيش سهير بابلي استني بقي لحد اسلكها انيابي شجره اتعمل دولابي مستقبل عمرو دياب مرض نفسي نفسي ارجع زمن واولع مدرستي تفكرنيش بسنين مقرفه فاتت اوف نسيت ااكل سلحفه ماتت ينزلني لمستواه مش طايل طيب هتلر غبي اينيشتاين دقيت مسمار برص كتبت اسمه فن حيط جنبه راسمه بدم ساح ارتاح نجاح لحظي مسيره يفوق تقول احييه رد اسيبه يموت دراما نتكلم كرامه بلباقه بيخدم يهود وغني لغزه نفاقك مجرم ولكن مش مان لقب مش اوبن مايند غطاس محجبات فقط دراما قر جوك اسمك غاده تخليش تسلخاتك تنسي فخادك صاحبتك بوم فريت مش بسيبها تبرد خدت حاجه جاتلي اديتها خبره Beat اكسيد ناس باشا مصر  ناوليني تشيرتك همسح عرق سايبك تاكل عيش مش بزنق ضرايب فديه وصلت نغرق رهاين تك ايدز عدوي مش لازم تنشرها مش محتاج لكلاشنكوف ملاك موت لابد دره كلام هتتحلل بسنانك راقد ترب قطعت حبل عندك داخل سره ًاكله رز بشعريه حلماتك بتبظ فعليا بص عينيا وطي بوس ايدي خد عيديه عويل لابس كدا شكلك مش صغير نمره سيرك كلب بحر بياكل تحت ميه مافيش شافت كليب ضحكتش فانزي فانز كرشك كرش حلو وبيهز يمين شم علاء ولي دين معاه مسدس يمت للواقع بصله هيما مش معضله Sou Effect عادي هنركبله وكرشي هنداريه نفعشي هنفسيه مش بيبان ضهرك بتمشي برسيك مش هتظبط قافيه تظبط اكلك فحتي خسيت مشكله مش شكلك راسه فريزر فتاي خد ياض تع ي ماشي بجسم لوحده ازاي,295
 أهو ,Aho (Intro) , أهو ,Abyusif, 2023,https://genius.com/Lil-baba-aho-intro-lyrics,https://images.genius.com/aa8a8b59c40aee3b8d6b5309a9f92b6d.1000x1000x1.png, اعمل ظبط قلت مش تبعنا تدخلش كلامنا بيمشي صاحبتي تانيه هولد تاخدهاش صدرك سل تستناش مني افهم دغل بحب اصحي وعلي املاكي اطل قشطه اخصامنا عطشنا اكيد بنهزر اسطي اشرب مجازًا لاجل تراك وكدا نكته تبوظ بتشرح دماغي بتشطح احول اخصامي ذكري زود جوه طشتك قشطه ماشي تقع كاميكازي تجلي تجبناشي سمعنا تراكك فهمناشي طبق اصل مواشي بقهر رابرز بيت مش بواسي فلوس غنا ودا شرط اساسي مرايه كبيره بشوف انعكاسي بتغلي جوه اعتذارك مش رخيص طلب ارخص اسطي انساني Sorry ot sorry تمامًا مش شاري كلامك فات نسب خامه وحش دراما هاني سلامه لطش يمين شم بسيبش بصمه شيء شيء مش بصره بيت بشوط مش بفسر مافيش مقارنه تكون بينا اصلاً اسطي لسه كوبي طبق ماستر لسه بتسرق شد بلاستر لسه بتغرق متبستر واصله كوبس بتجرب دريل ستوب بتغني وعايزه تبقي بوب بقت بوب چيرسي اهو,137
 أخويا ,Akhouya , أخويا ,Abyusif, 2022,https://genius.com/Abyusif-akhouya-lyrics,https://images.genius.com/562c2243a002617245da7a12d5257b5f.1000x1000x1.png, هع اسماعيل نصرت نلسوعهم فاهم بتصفروا تلقاءي Mi io اشوفكم رابرز بقر جهينه ومراعي بحاول انام كتير صداعي بكرف للمزه وبتلزقلي طباعي تافه هاها وشرير هيهي بعتتلي ماسدج وبتقولي تيجي قلت مش عاشق سومه شقيقي بكذب عاشق مش تيبي سايفر لفوق مش عايز نفسنه Step هاخد عرفوا خبر فحسيت بتربنه لفوا وداروا فاهم تعبنه فاشتغل تعبءه مصر فاهم مش فءه بسمع فمش بسمع فءه تكون فهمت فاهم غبي فاهم اخضر لون ارنبي فاهم اقفش دينار فبقولك ايش تبي فاهم عايشين كوكبي فاهم اسلوبي لولبي فاهم اشرح غبي فاهم يعني تسيب راب وتبيع Bull كانه ڤ انتاين لابسين احمر اكح عادي تكح يجيلك سل سيبه هولد بضرب سيف شاشه مج باشا فتتلاشي S ap ثانوس اعمل قماشه تابوت اراب رابرز بتموت ڤيرساتي معقده سلوك يقارنوكش بيا مايك صعلوك تقلت دمك محتاج يرفعوه ارفعوه بخلص عليهم فاهم طاعون اتاخر مره طعوه سقف اخبطوه وعلي ارض ضعوه ديب فاهم بعمل اعو Smooth اشرب استايلي امبو اهز انترنت تهز دندو تيجي اعملك تاتو Fuck تيجي تترجمها تلاقيها,163
 اخصام ,Akhsam , اخصام ,Abyusif, 2020,https://genius.com/Abyusif-akhsam-lyrics,https://images.genius.com/e4e509e9cff51a74f51e2600be2947bb.1000x1000x1.png, اخصام اخصام اخصام اخصام بيزيدوا ارقام ولو بكره اصطدام بضطر وبتلف اكصدام اعمله بتر شخصيه شيل u2005 حته u2005مش عجباني زمان u2005معنديش شخصيه طلعت اغاني اخصام اخصام u2005اخصام اخصام منين تبص تلاقي اخصام كسر ملوش جبس مش كسر عظام اخصام اخصام اخصام اخصام مش برضو كانوا صحاب مش برضو كانوا حبايب مكنش حب دراما مكنش حب رايلو شويه يضيع موبايله طريقته ستايله اخصام اخصام اخصام اخصام بيتهي كانوا صحابي ضميري خانني,71
 على بالي ,Ala Bali , على بالي ,Abyusif, 2018,https://genius.com/The-synaptik-ala-bali-lyrics,https://images.genius.com/9157b18a34a54c3a37a589bf1e89bd6e.1000x1000x1.png, لازمه تمهيديه نصحي موت نباطح دنيا لحن نطلع فاضيين نرجع معبي صحن خلي بعيد بيت فحل نصحي موت نباطح دنيا لحن نطلع فاضيين نرجع معبي صحن خلي بعيد بيت فحل راب موت طول هارب هارب طول زيح عني وعلي سقف طول  سينابتيك كثير ناس بخسروني عايش هيكا دوني بلا هبل بلا عمل بلا عجل بلا حاجه همتوني زيحو عني زهقتوني انيمشين لوني توني ماذارفاركز فشر اخسر سطر لاي شي غضوني حقك جيبي حدا بساعد حاول سايلينس تسمع صوت سايرينز حدا هايم كلو مفطر صايم ببلش عادي اخرو قيامه قايمه وللي بعرفش معني هاذي حياه مسكو دلو عطريق بدايه واذا بدك تعرف ايش غاي جهز ك تو راب داي,108
 قلبي فين ٢ ,Alby Fein 2 , قلبي فين ٢ ,Abyusif, 2023,https://genius.com/Hala-sherif-alby-fein-2-lyrics,https://images.genius.com/7e7e621dc4e374253a37320453b5c4c2.1000x1000x1.png,فين بدور قلبي لقيته نصين مات مفيش احساس دست ضهري اتخان مش ملبني ادمين ناس نوعين ناس نوعين هكمل نوم دماغي فكون مش هقوم كوم يادوب افوق اطلع فوق ضوء ميه بلون غيوم هفضل اعوم صوت,36
 ألفا ,Alpha , ألفا ,Abyusif, 2022,https://genius.com/Abyusif-alpha-lyrics,https://images.genius.com/2b2bec248687bfabad738ad708bc4f30.1000x1000x1.png, حاطط رجلي مكتب وكل ناس ساكته ماحدش حاجه ماحدش يستجري بتقولي شفت دخله مشيت عندها بسرعه فاهم هتاخدني مخ فه ودوني صيانه دماغي فه مش سابقني بكتير مفروض بتبص خلفك معزه منافقه وجودي قارفك اصل كنتش موجود فاهم كاريركو يبقي كارثه سفن مرسي حبر مرسم فاصل لا اتفقنا قولنا مش هنراب بسرعه بيفهموش اغبيا وقولنا مش هنقول حاجات معقده براحه ترابش زياده لزوم عادي هادي يعني برضه هعمل عايزه هراب بسرعه واخد ايزو رغم ايزو علاقه سرعه مثلاً قبضه تايسون قبضه تايسون علاقه قوه مش سرعه هتطلع قرعه زود جرعه راب ونات يلزمنيش فاهم قلت ونات بعدين قلت نيش شقيق Wordplay بفرمل بيت عنتيل فاهم فرمل وتيل برضه لون جزمه لابسها Teal مان Real جلد اسف ڤيجان ڤيجان Freela ce يجي يكتب تراك احسن مني فاهم ومافيش فاهم مشهور فممكن اراب وحش وبرضه بتبقي جامده بفترسك وجع درسك ومسمع عندك لسه تراك مش كامل عادي اسمع عبله ذكي ابله Simple facts هارشك دمل Facts تطلع حلقه تص حني وبعدين تراكك تشتمني نفاق This Bitch sit relax داد بني عامل شبح تراكاتك بني جنب زميلك مش بتبان فقلت قشطه شبح وجوست بتوع افلام فاهم Street مش بتوع  You t right اصلاً زايط Reich مانيا جامد ماكانتش جامده Sike مش كاتب كلام Freela ce ولد  قشطه يعني شاطر Freela ce واد  Ba ds راب انتصر مابقاش فيه,215
 عالطريق ,Al Tareeg , عالطريق ,Abyusif, 2021,https://genius.com/The-synaptik-al-tareeg-lyrics,https://images.genius.com/5a9e072f3ee66ce1d216461abd1e6f5d.1000x1000x1.png, لازمه سينابتيك حبي استني فينا برا مخدرين متخافيش علينا مره مكدرين قطعنا بحر وصلنا صحرا ولسه طريق لسه طريق لسه طريق  سينابتيك مش حيغطي وسخ عطارين دفعنا ثمن بعيونهم لسه غلطانين بضلني واقف ساطع نجمتي انحني هاد صوت انين هاد صوت انين حفره دوبني اسمعلي حكيَ دوبامين يجيبه صميم صمتي ضعف جد عقيم حطلي اقيم عشت جحيم نار منظر حميم افيد ومين ومين اضلني هش هزيل رزين نقي نقي نقي نقي لمجد عظامه طقطقي عندي يقين يقي شيطان رجيم حقي عظيم تقي نشتغل نشتكي وبوسط ضعف بكي تقدر عليَّ ترتكي بتمني يوماً ارتخي دير عليا اخي,96
 أولويز بالأجنحة ,Always Bel Agne7a , أولويز بالأجنحة ,Abyusif, 2017,https://genius.com/Abyusif-always-bel-agne7a-lyrics,https://images.genius.com/a38060e8ec187947d32215e81f58070a.1000x1000x1.png, سلام عليكم اياي قولت حاجه هتضايقني هتكلم جروب هتحتاج للمطافي بقوه تنين بيطلع نار محروق جوه غلطت عيب تكش وعيب ماتتاسفش للاسف ديل مابيتجبسش زواحف بصنفها افرازات بتف عليهم يتشهروا اسمي حسن رذاذ مرضي ايدز ايامك معدوده هتبقي جثه هتقضي بقيت ايامك دوده Beatمتسمي شيء Fake بيلفت بتطلع افلام بتبقي جرافيكس اوليه  هتقول تفيت فانت ملزق فتاق حركه غلط جيبته لنفسك اقلبك برص اقرا تعاويز سخط مخه انفجر جوه دماغه نسي يقيس ضغط هلوس ياسين يسيب نقد ويهين تاريخه جديد ابراهيم ظبط بتحب حرف ديه اديك تقول اهات بتحب حرف ديه مقاسك براهات حرف ديه بيمثلك جامد عمره تاني سكينه سرقتك بطريتك نامت سكينه ايه خدت بلطه ايدك جامد بتلحقش تفادي بطيء بتلف ترام للاسف مش سافاري تسف تراب سايبك مربوط وبتترجاني تتبنج جمبك منشار كهربه ارض بيرقص وبيتشنج اتنين اكس وتكشيره مش محتاج يشهرني اكيد شبعان واكل عينك مني Beatع  Beat بمشيك ضهرك طبنجه بلعب درامز دماغك بضهر خنجر صحرا تفوق بغلطه حداد سيفي مدفون بطنك بطل خلي شعله تفوته ترجع تاني زمان بعدك بلوتو تربي اعمي عمرو شافك هيفصلك قبرك جراح مءذي هشوهك بسلط لمبه علامه واحده تكفي اشيك علامتين ارميك شباك عربيه ماشيه متين قتلت جيمس بوند وشعلقته طياره روس مجزره نزلت مقصله طيرت رءوس عملت غاغه هاغرقك غتاته دماغك افضي حفلاتك شماته بوماتك افشل فيلم ريجاتا تخين ارض خطف ساندوتشاتك هسخطك دبانه حوم اخرك تتفرج وببلع محيط واتف حوت بشير بشوره تنين اولويز اجنحه شكله جاتله دوره اطلع مياه اتنشف ودانك باشت منين بتدي دروس حياه تراكاك فاشل مزيكه راحت هارلم شيك حقيقه راحت شرم شيخ,250
 أمل ۲ ,Amal 2 , أمل ۲ ,Abyusif, 2018,https://genius.com/Abyusif-amal-2-lyrics,https://images.genius.com/e032743e431204373be06bdd22e52db8.1000x1000x1.png, شكراً كلمه ساعدت خلاص مابقتش قادر اعند راضي مكتوب اكيد ومش مستعجب مستني عزراءيل ومستعجل لازمه اه مش بقي طولت اوي مش بقي طولت اوي ولو دلوقتي ايامي غنا دماغي مش هتلاقي امل ولو دلوقتي ايامي غنا دماغي مش هتلاقي امل ندامه جات وخدتني سابتلي علامه مش قادر انساها جاري عناكب قصادي مليان عقد مش فاضي قدرتش اباركلوا مش قادر انافقكوا عافيه عارفكوا اكيد قارفكوا,65
 أمل ,Amal , أمل ,Abyusif, 2018,https://genius.com/Abyusif-amal-lyrics,https://images.genius.com/e032743e431204373be06bdd22e52db8.1000x1000x1.png, كسل استاذ مفيد انسان كسول يمكن بعتقد حاجه وليها تمن هفضل دايماً بتاكد اكتر زمن مش هتلاقي امل بصحي سيء بروح شغل اجيب قليل باين جداً متيس تس نيش نمت كويس معلش دنيا زحمه عرفتش اركن سحله طموحي زب تحتك اتعلمت بيت عمري احلم حاجه بتوجع اكتر كلامي بقي اقصر عايش تجربه ناقصه اتعودت اخسر واقع حاف يغركش استخفاف استمع اتشاف تلم دلع وكذاب جاي اوحش اكيد ماببصش لقدام ببص تحت رجلي دوست غام مش قادر اكتبه جوايا ومش هغلبه بنفسي مكركبه يقولي هكذبه,84
 امارة ,Amara , امارة ,Abyusif, 2021,https://genius.com/Taffyraps-amara-lyrics,https://images.genius.com/dc9a6dab2debfbcc0c5ace6d48c6512e.1000x1000x1.png, تشوفني محتاجه اماره O ly see future محتاجه نضاره بوشين شيكامارا عيني جول سميني شيكاب ولعه حديده وبنلم هكسوس تيجي وفريقك وبعينك تشوف نجم مدينه واودي فلوس مش معلومه جديده كلام مكشوف لازمه غلاب عنتر ابن شداد هداف بنزل اجيب اجوان فنان برسم ودان شيكو حبيبتي هيفاء  ابيوسف غل بيتصفي اكتب راس بتتفجر اكتب صح صح انفذ جه فانفض فاركز Beat Beatلابس شبشب استيدج حمرت مج جيبوا زيت Beat Beatنازل  Update Beat Beatمن جايب  K تكشيره ونبعتلك فاتوره تاشيره وتروح بنوره بفصص صوت صوره سنيوره اه Beat Beatاسف مش بي Ha dle وا طلعت بازوكا فجروا تقلت رز فاستوي بطاطس يتسلقوا يتهروا نجاحي جننوا جننوا جننوا,106
 أنا غايب ,Ana Ghayeb , أنا غايب ,Abyusif, 2018,https://genius.com/Swag-lee-ana-ghayeb-lyrics,https://images.genius.com/7a723db9d34e8557230b502a2e43317b.1000x664x1.jpg, لازمه  مادو سام فعلا فعلا مش طايق فعلا فعلا مش قريب فعلا فعلا مش هحبك دماغي بتتعب مش كويس فعلا فعلا تايه فعلا فعلا مبرتاحش فعلا فعلا غايب مكسل اصحي محضرش فعلا فعلا مش طايق فعلا فعلا مش قريب فعلا فعلا مش هحبك دماغي بتتعب مش كويس فعلا فعلا تايه فعلا فعلا مبرتاحش فعلا فعلا غايب مكسل اصحي محضرش  نووب كابتن ماجد Im savege ابريل رابر عندي افكار هوسيه محدش يتقارن بيا دايما سوبر ستار اغنيه ثنا شيطان O feet باثر بخش مشاكل قلوبي بتزيد لكن بيبي صعب جدا اقولك اسف بيتش احترمي متقوليش يدادي بيتش لسه شارع لمي هرموناتك لمي هرموناتي ماتقوليش يادادي  لمي هرموناتك لمي هرموناتك متقوليش يدادي لمي هرموناتك لسه شارع bitch شارع شباب بتشوفنا واقفين بتغير رصيف مش اسفين ماسي مليش زمايل مش بتغير وماسك كاشات وبعد انبهروا انتوا ثابت شايفنا كتير بنغيب امل هنضرب ننسي ثابت مكاني عمري تاني ربي مصدي محدش فينا حلو اقل اموت هقول ربي عشت بينهم لازم اتاقلم,157
 أنا كمان ,Ana Kaman , أنا كمان ,Abyusif, 2017,https://genius.com/Abyusif-ana-kaman-lyrics,https://images.genius.com/9c53c773c66391511a69771b8516fb1d.900x900x1.jpg,مقدمه  كارك بارك مش هتنسيني قدامك  ف خدي مش ياما حيطان جت عليا اتغير ثابت شويه وتقولي جابك كمان كمان كمان كمان نفسك اتسحب نفسك اتشد مبروحش جذر باجي مد نفسك ادلق مش شايفه سد نفسك اتفلق واتهد كمان كمان كمان كمان فيرس  مرحباً بضلمه مرحله بتدمر ناس مش عايزه تشوف ناس فرحانه وتقدر بتغمض تفتكرني تقوم قافله عنيك علطول مبتس   كارثه كاتب اسمك ايدي ليله ناوي انسي افاعي عناكب قلبي سبعه راكب نقطع بينا ونبيعه تذاكر خلاص مشيتي ملكيش دعوه خلاص مشيتي ملكيش دعوه ايه,86
 أنا كده مبسوط ,Ana Keda Mabsout , أنا كده مبسوط ,Abyusif, 2016,https://genius.com/Abyusif-ana-keda-mabsout-lyrics,https://images.genius.com/3c704015b002772ed52f35a5ba61ef45.1000x1000x1.webp,عندي كلام يتق عبي فات شو خبطتين دماغ ارتجاج صوتك هز زلز عيني ايدك هاتيها دلوقتي اقولك خليها دلوقتي خليه يفكر فيها دلوقتي هنسيها دلوقتي دلوقتي عجبتيني غلبتيني جراه مكتوب ايدي لازم امشيكي طُرقه قمه برود قلبي فرن مش بعضي برد بشورت وبشُر مش حاجه بتضر بتتمشي اورج امسك ايدك حب اشيل صورتك درج اصلا مابعرفش اقعد ساكت ما اخر هسمعلك للاخر ما اخر بتقفل عنيها داخت ما اخر بتفتح عنيها وتتاكل لسه يومين مخي مش شغ ماكنتش قادر ادي اهتمام غايب منطق احلام بتوهمني تمام ماتقوليش افوق مبسوط ماتقوليش اشوف سيبها للظروف,93
